UnitID,ProjectID,BuildingID,LevelID,ZoneID,UnitCode,UnitName,UnitCategory,UnitType,PlannedQuantity,QuantityUOM,PlannedStartDate,PlannedFinishDate,CurrentStatusID,IsCritical
UNT-03427,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-001,Facade Panel 001,Facade Panel,Type C,10,SET,2025-06-14,2025-07-19,STS-007,FALSE
UNT-03428,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-002,Plant Item 002,Plant Item,Type A,1,SET,2026-07-02,2026-10-23,STS-005,FALSE
UNT-03429,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-003,Facade Panel 003,Facade Panel,Type C,7,SET,2025-06-05,2025-09-22,STS-005,FALSE
UNT-03430,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-004,Utility Rack 004,Utility Rack,Type B,11,SET,2026-05-22,2026-07-27,STS-007,FALSE
UNT-03431,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-005,Service Module 005,Service Module,Type D,3,EA,2026-02-28,2026-06-15,STS-008,FALSE
UNT-03432,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-006,Apartment 006,Apartment,Type C,10,EA,2025-06-10,2025-10-01,STS-002,FALSE
UNT-03433,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-007,Room Package 007,Room Package,Type D,6,SET,2025-07-22,2025-08-12,STS-009,TRUE
UNT-03434,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-008,Apartment 008,Apartment,Type B,6,SET,2025-12-29,2026-02-20,STS-002,FALSE
UNT-03435,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-009,Room Package 009,Room Package,Type A,3,M2,2025-07-08,2025-08-19,STS-002,FALSE
UNT-03436,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-010,Utility Rack 010,Utility Rack,Type D,11,M2,2026-02-15,2026-03-01,STS-007,FALSE
UNT-03437,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-011,Apartment 011,Apartment,Type B,4,EA,2025-08-08,2025-09-21,STS-001,FALSE
UNT-03438,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-012,Apartment 012,Apartment,Type B,8,EA,2025-05-27,2025-09-01,STS-009,FALSE
UNT-03439,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-013,Utility Rack 013,Utility Rack,Type C,10,M2,2026-01-30,2026-03-25,STS-004,FALSE
UNT-03440,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-014,Facade Panel 014,Facade Panel,Type D,13,SET,2025-04-24,2025-05-14,STS-007,FALSE
UNT-03441,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-015,Room Package 015,Room Package,Type B,4,M2,2026-08-10,2026-10-09,STS-001,FALSE
UNT-03442,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-016,Utility Rack 016,Utility Rack,Type A,3,M2,2025-06-03,2025-06-28,STS-005,FALSE
UNT-03443,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-017,Apartment 017,Apartment,Type D,12,SET,2026-04-17,2026-06-27,STS-002,FALSE
UNT-03444,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-018,Plant Item 018,Plant Item,Type D,2,SET,2025-05-31,2025-07-10,STS-001,FALSE
UNT-03445,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-019,Service Module 019,Service Module,Type C,5,EA,2026-01-22,2026-03-25,STS-007,FALSE
UNT-03446,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-020,Facade Panel 020,Facade Panel,Type C,18,M2,2025-06-25,2025-08-01,STS-002,FALSE
UNT-03447,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-021,Plant Item 021,Plant Item,Type B,9,EA,2026-01-31,2026-04-16,STS-005,TRUE
UNT-03448,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-022,Plant Item 022,Plant Item,Type D,4,EA,2025-04-21,2025-07-05,STS-009,FALSE
UNT-03449,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-023,Apartment 023,Apartment,Type C,6,EA,2026-07-06,2026-09-15,STS-006,FALSE
UNT-03450,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-024,Service Module 024,Service Module,Type D,11,M2,2026-04-02,2026-04-14,STS-009,FALSE
UNT-03451,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-025,Plant Item 025,Plant Item,Type D,8,EA,2026-08-09,2026-10-08,STS-004,FALSE
UNT-03452,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-026,Service Module 026,Service Module,Type D,4,EA,2025-11-06,2026-01-15,STS-001,FALSE
UNT-03453,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-027,Service Module 027,Service Module,Type B,9,M2,2026-04-16,2026-06-29,STS-007,FALSE
UNT-03454,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-028,Apartment 028,Apartment,Type C,6,EA,2025-06-02,2025-07-07,STS-006,FALSE
UNT-03455,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-029,Plant Item 029,Plant Item,Type B,3,M2,2025-08-26,2025-10-13,STS-001,FALSE
UNT-03456,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-030,Plant Item 030,Plant Item,Type A,2,M2,2026-04-02,2026-07-28,STS-006,FALSE
UNT-03457,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-031,Facade Panel 031,Facade Panel,Type D,4,EA,2026-08-02,2026-09-15,STS-005,FALSE
UNT-03458,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-032,Plant Item 032,Plant Item,Type A,9,SET,2025-08-17,2025-12-14,STS-004,FALSE
UNT-03459,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-033,Utility Rack 033,Utility Rack,Type D,4,M2,2025-11-27,2026-03-11,STS-005,FALSE
UNT-03460,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-034,Utility Rack 034,Utility Rack,Type D,2,EA,2026-04-05,2026-05-12,STS-005,FALSE
UNT-03461,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-035,Facade Panel 035,Facade Panel,Type D,16,SET,2026-04-12,2026-07-24,STS-004,FALSE
UNT-03462,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-036,Utility Rack 036,Utility Rack,Type C,11,EA,2026-05-17,2026-08-23,STS-007,FALSE
UNT-03463,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-037,Room Package 037,Room Package,Type B,3,M2,2025-07-05,2025-09-03,STS-004,FALSE
UNT-03464,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-038,Service Module 038,Service Module,Type D,2,M2,2025-05-20,2025-07-28,STS-005,FALSE
UNT-03465,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-039,Utility Rack 039,Utility Rack,Type B,10,EA,2026-01-06,2026-04-13,STS-004,FALSE
UNT-03466,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-040,Facade Panel 040,Facade Panel,Type A,16,EA,2025-09-26,2026-01-19,STS-009,FALSE
UNT-03467,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-041,Apartment 041,Apartment,Type C,2,M2,2026-06-13,2026-09-29,STS-001,FALSE
UNT-03468,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-042,Facade Panel 042,Facade Panel,Type C,17,SET,2026-07-17,2026-10-10,STS-004,FALSE
UNT-03469,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-043,Apartment 043,Apartment,Type D,2,EA,2025-12-10,2026-03-13,STS-004,TRUE
UNT-03470,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-044,Apartment 044,Apartment,Type A,4,EA,2025-12-11,2026-03-02,STS-004,TRUE
UNT-03471,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-045,Apartment 045,Apartment,Type A,6,M2,2026-03-19,2026-04-18,STS-002,FALSE
UNT-03472,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-046,Plant Item 046,Plant Item,Type D,6,SET,2026-06-14,2026-08-20,STS-007,FALSE
UNT-03473,PRJ-002,BLD-002-02,LVL-002-02-01,ZON-002-02-01-02,02-01-02-047,Apartment 047,Apartment,Type B,5,SET,2025-08-11,2025-12-01,STS-008,FALSE
UNT-03474,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-001,Service Module 001,Service Module,Type B,11,M2,2026-01-02,2026-02-28,STS-006,FALSE
UNT-03475,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-002,Utility Rack 002,Utility Rack,Type B,9,M2,2025-10-30,2026-02-10,STS-006,FALSE
UNT-03476,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-003,Utility Rack 003,Utility Rack,Type A,2,M2,2026-05-01,2026-07-06,STS-008,FALSE
UNT-03477,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-004,Service Module 004,Service Module,Type A,2,SET,2026-05-24,2026-07-01,STS-008,FALSE
UNT-03478,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-005,Facade Panel 005,Facade Panel,Type D,19,M2,2026-06-30,2026-09-18,STS-007,TRUE
UNT-03479,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-006,Apartment 006,Apartment,Type D,11,SET,2026-03-15,2026-07-12,STS-004,FALSE
UNT-03480,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-007,Apartment 007,Apartment,Type C,11,EA,2026-07-20,2026-11-16,STS-002,FALSE
UNT-03481,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-008,Room Package 008,Room Package,Type A,2,M2,2026-02-10,2026-04-03,STS-007,FALSE
UNT-03482,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-009,Plant Item 009,Plant Item,Type B,2,SET,2025-08-08,2025-09-18,STS-003,FALSE
UNT-03483,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-010,Plant Item 010,Plant Item,Type A,3,M2,2026-04-20,2026-06-18,STS-002,FALSE
UNT-03484,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-011,Service Module 011,Service Module,Type C,6,SET,2025-04-09,2025-05-04,STS-007,TRUE
UNT-03485,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-012,Apartment 012,Apartment,Type A,6,EA,2025-08-16,2025-10-02,STS-008,TRUE
UNT-03486,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-013,Service Module 013,Service Module,Type C,1,EA,2025-09-19,2025-12-12,STS-009,TRUE
UNT-03487,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-014,Service Module 014,Service Module,Type B,5,SET,2026-01-05,2026-02-26,STS-005,FALSE
UNT-03488,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-015,Room Package 015,Room Package,Type B,5,SET,2026-07-19,2026-08-22,STS-001,FALSE
UNT-03489,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-016,Room Package 016,Room Package,Type D,12,M2,2026-01-21,2026-05-08,STS-006,FALSE
UNT-03490,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-017,Room Package 017,Room Package,Type D,2,M2,2025-04-18,2025-08-06,STS-009,FALSE
UNT-03491,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-018,Apartment 018,Apartment,Type A,7,M2,2026-06-09,2026-09-29,STS-004,FALSE
UNT-03492,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-019,Room Package 019,Room Package,Type C,11,SET,2025-07-18,2025-09-27,STS-004,FALSE
UNT-03493,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-020,Utility Rack 020,Utility Rack,Type B,4,EA,2025-03-20,2025-04-16,STS-004,FALSE
UNT-03494,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-021,Utility Rack 021,Utility Rack,Type B,12,SET,2025-07-19,2025-11-06,STS-007,FALSE
UNT-03495,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-022,Room Package 022,Room Package,Type C,6,M2,2026-02-27,2026-06-21,STS-007,FALSE
UNT-03496,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-023,Service Module 023,Service Module,Type B,6,SET,2026-01-17,2026-04-05,STS-004,FALSE
UNT-03497,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-024,Apartment 024,Apartment,Type C,12,M2,2025-09-28,2025-12-18,STS-002,TRUE
UNT-03498,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-025,Apartment 025,Apartment,Type D,6,M2,2025-12-28,2026-04-27,STS-001,FALSE
UNT-03499,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-026,Plant Item 026,Plant Item,Type C,10,M2,2026-08-21,2026-12-19,STS-001,TRUE
UNT-03500,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-027,Room Package 027,Room Package,Type C,1,SET,2026-05-30,2026-07-12,STS-002,FALSE
UNT-03501,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-028,Service Module 028,Service Module,Type D,11,SET,2026-01-24,2026-04-18,STS-008,FALSE
UNT-03502,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-029,Apartment 029,Apartment,Type B,6,EA,2026-06-04,2026-08-20,STS-004,FALSE
UNT-03503,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-030,Facade Panel 030,Facade Panel,Type A,14,SET,2025-08-16,2025-10-30,STS-008,FALSE
UNT-03504,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-031,Plant Item 031,Plant Item,Type A,12,M2,2026-04-13,2026-07-23,STS-001,FALSE
UNT-03505,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-032,Room Package 032,Room Package,Type C,2,M2,2026-06-20,2026-07-19,STS-007,TRUE
UNT-03506,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-033,Room Package 033,Room Package,Type A,3,SET,2025-08-27,2025-10-06,STS-002,FALSE
UNT-03507,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-034,Plant Item 034,Plant Item,Type D,1,EA,2025-03-13,2025-06-16,STS-005,FALSE
UNT-03508,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-035,Service Module 035,Service Module,Type A,1,M2,2026-06-09,2026-08-14,STS-005,FALSE
UNT-03509,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-036,Service Module 036,Service Module,Type C,12,M2,2025-04-17,2025-07-25,STS-008,TRUE
UNT-03510,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-037,Room Package 037,Room Package,Type C,2,SET,2025-08-16,2025-09-23,STS-001,FALSE
UNT-03511,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-038,Apartment 038,Apartment,Type A,9,EA,2025-05-07,2025-08-19,STS-006,FALSE
UNT-03512,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-039,Utility Rack 039,Utility Rack,Type B,11,EA,2026-03-26,2026-05-27,STS-007,FALSE
UNT-03513,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-040,Facade Panel 040,Facade Panel,Type C,5,M2,2025-10-15,2025-11-22,STS-004,FALSE
UNT-03514,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-01,02-02-01-041,Utility Rack 041,Utility Rack,Type B,1,M2,2025-12-16,2026-01-12,STS-007,FALSE
UNT-03515,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-001,Room Package 001,Room Package,Type D,4,M2,2026-02-28,2026-03-22,STS-002,FALSE
UNT-03516,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-002,Apartment 002,Apartment,Type C,6,M2,2025-09-27,2025-10-24,STS-009,FALSE
UNT-03517,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-003,Utility Rack 003,Utility Rack,Type B,12,SET,2025-03-23,2025-07-14,STS-003,FALSE
UNT-03518,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-004,Room Package 004,Room Package,Type C,7,SET,2026-08-23,2026-09-16,STS-006,TRUE
UNT-03519,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-005,Room Package 005,Room Package,Type D,11,M2,2026-08-09,2026-10-19,STS-004,FALSE
UNT-03520,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-006,Plant Item 006,Plant Item,Type D,6,SET,2026-05-10,2026-06-12,STS-006,TRUE
UNT-03521,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-007,Facade Panel 007,Facade Panel,Type A,15,SET,2025-10-31,2026-01-29,STS-007,FALSE
UNT-03522,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-008,Apartment 008,Apartment,Type A,10,EA,2026-06-28,2026-10-07,STS-003,FALSE
UNT-03523,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-009,Facade Panel 009,Facade Panel,Type A,17,EA,2025-05-13,2025-06-26,STS-009,FALSE
UNT-03524,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-010,Facade Panel 010,Facade Panel,Type B,9,SET,2026-04-06,2026-04-19,STS-005,TRUE
UNT-03525,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-011,Room Package 011,Room Package,Type C,10,EA,2026-01-15,2026-04-18,STS-004,FALSE
UNT-03526,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-012,Apartment 012,Apartment,Type D,3,M2,2025-06-03,2025-08-10,STS-003,FALSE
UNT-03527,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-013,Facade Panel 013,Facade Panel,Type C,12,EA,2025-11-02,2025-12-21,STS-002,FALSE
UNT-03528,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-014,Utility Rack 014,Utility Rack,Type A,2,EA,2026-04-24,2026-07-05,STS-005,FALSE
UNT-03529,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-015,Service Module 015,Service Module,Type C,1,SET,2025-06-10,2025-06-29,STS-003,TRUE
UNT-03530,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-016,Service Module 016,Service Module,Type C,2,EA,2026-04-05,2026-06-01,STS-003,FALSE
UNT-03531,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-017,Room Package 017,Room Package,Type C,10,M2,2025-12-31,2026-04-20,STS-007,FALSE
UNT-03532,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-018,Room Package 018,Room Package,Type B,6,SET,2025-05-09,2025-07-29,STS-006,FALSE
UNT-03533,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-019,Utility Rack 019,Utility Rack,Type C,10,M2,2026-08-06,2026-10-22,STS-008,FALSE
UNT-03534,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-020,Utility Rack 020,Utility Rack,Type C,2,M2,2026-08-17,2026-12-06,STS-007,FALSE
UNT-03535,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-021,Service Module 021,Service Module,Type C,3,M2,2026-07-14,2026-08-10,STS-003,TRUE
UNT-03536,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-022,Apartment 022,Apartment,Type A,1,SET,2026-07-04,2026-09-07,STS-004,FALSE
UNT-03537,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-023,Facade Panel 023,Facade Panel,Type C,16,EA,2025-05-22,2025-08-17,STS-005,FALSE
UNT-03538,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-024,Service Module 024,Service Module,Type A,1,M2,2025-03-31,2025-06-19,STS-009,FALSE
UNT-03539,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-025,Service Module 025,Service Module,Type B,6,M2,2026-01-02,2026-03-04,STS-006,TRUE
UNT-03540,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-026,Apartment 026,Apartment,Type B,3,EA,2025-08-21,2025-09-14,STS-007,FALSE
UNT-03541,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-027,Facade Panel 027,Facade Panel,Type A,16,SET,2026-04-07,2026-05-17,STS-006,FALSE
UNT-03542,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-028,Utility Rack 028,Utility Rack,Type D,6,SET,2025-07-13,2025-09-10,STS-003,FALSE
UNT-03543,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-029,Room Package 029,Room Package,Type A,5,EA,2025-08-13,2025-10-28,STS-003,FALSE
UNT-03544,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-030,Facade Panel 030,Facade Panel,Type B,14,EA,2025-12-26,2026-03-05,STS-007,FALSE
UNT-03545,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-031,Room Package 031,Room Package,Type D,9,M2,2026-05-19,2026-09-12,STS-001,FALSE
UNT-03546,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-032,Utility Rack 032,Utility Rack,Type C,5,M2,2025-06-07,2025-07-24,STS-004,FALSE
UNT-03547,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-033,Utility Rack 033,Utility Rack,Type A,3,M2,2025-04-02,2025-06-18,STS-003,TRUE
UNT-03548,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-034,Apartment 034,Apartment,Type A,9,M2,2025-10-06,2025-11-23,STS-009,FALSE
UNT-03549,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-035,Facade Panel 035,Facade Panel,Type A,4,EA,2026-01-05,2026-04-09,STS-005,FALSE
UNT-03550,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-036,Utility Rack 036,Utility Rack,Type C,11,EA,2026-01-21,2026-02-13,STS-008,FALSE
UNT-03551,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-037,Room Package 037,Room Package,Type D,3,SET,2026-02-15,2026-03-19,STS-005,FALSE
UNT-03552,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-038,Service Module 038,Service Module,Type A,3,EA,2026-08-10,2026-09-10,STS-004,FALSE
UNT-03553,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-039,Apartment 039,Apartment,Type C,9,M2,2026-06-14,2026-09-27,STS-006,FALSE
UNT-03554,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-040,Facade Panel 040,Facade Panel,Type D,14,SET,2026-03-30,2026-07-13,STS-003,FALSE
UNT-03555,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-041,Facade Panel 041,Facade Panel,Type B,20,EA,2025-09-22,2026-01-15,STS-003,FALSE
UNT-03556,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-042,Room Package 042,Room Package,Type D,10,EA,2026-07-26,2026-09-10,STS-003,FALSE
UNT-03557,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-043,Service Module 043,Service Module,Type A,8,M2,2025-06-27,2025-09-03,STS-003,FALSE
UNT-03558,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-044,Service Module 044,Service Module,Type B,10,M2,2025-11-18,2026-03-18,STS-003,FALSE
UNT-03559,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-045,Plant Item 045,Plant Item,Type B,5,EA,2026-08-13,2026-09-01,STS-004,FALSE
UNT-03560,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-046,Apartment 046,Apartment,Type D,3,SET,2025-05-01,2025-07-25,STS-003,FALSE
UNT-03561,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-047,Utility Rack 047,Utility Rack,Type B,12,M2,2025-12-25,2026-02-01,STS-004,FALSE
UNT-03562,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-048,Room Package 048,Room Package,Type C,5,M2,2026-02-08,2026-04-13,STS-005,FALSE
UNT-03563,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-049,Facade Panel 049,Facade Panel,Type B,15,SET,2026-07-01,2026-07-27,STS-008,TRUE
UNT-03564,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-02,02-02-02-050,Room Package 050,Room Package,Type B,9,M2,2025-04-10,2025-07-22,STS-006,FALSE
UNT-03565,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-03,02-02-03-001,Facade Panel 001,Facade Panel,Type D,19,M2,2026-03-11,2026-05-27,STS-006,FALSE
UNT-03566,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-03,02-02-03-002,Room Package 002,Room Package,Type D,12,M2,2026-01-07,2026-01-25,STS-006,FALSE
UNT-03567,PRJ-002,BLD-002-02,LVL-002-02-02,ZON-002-02-02-03,02-02-03-003,Service Module 003,Service Module,Type D,9,SET,2026-06-22,2026-07-21,STS-005,FALSE
