DeliveryID,UnitID,ProjectID,ContractorID,PlannedDeliveryDate,ActualDeliveryDate,DeliveryStatus,QuantityDelivered,TransportBatch,DelayDays
DLV-000490,UNT-01151,PRJ-001,CTR-003,2025-02-16,2025-02-24,Delayed,13,TB-2502-020,8
DLV-000491,UNT-06107,PRJ-003,CTR-007,2025-10-28,2025-11-06,Delayed,11,TB-2510-044,9
DLV-000492,UNT-01895,PRJ-001,CTR-005,2025-03-08,2025-03-12,Delayed,10,TB-2503-004,4
DLV-000493,UNT-03472,PRJ-002,CTR-003,2026-04-28,2026-05-13,Delayed,6,TB-2604-028,15
DLV-000494,UNT-02637,PRJ-002,CTR-004,2025-04-21,2025-04-25,Delayed,17,TB-2504-033,4
DLV-000495,UNT-06180,PRJ-003,CTR-008,2026-05-05,2026-05-05,Delivered,9,TB-2605-040,0
DLV-000496,UNT-02276,PRJ-001,CTR-005,2026-04-29,2026-04-29,Delivered,18,TB-2604-023,0
DLV-000497,UNT-03525,PRJ-002,CTR-002,2025-12-12,,Planned,10,TB-2512-016,0
DLV-000498,UNT-06045,PRJ-003,CTR-003,2025-11-28,2025-12-05,Delayed,4,TB-2511-036,7
DLV-000499,UNT-02012,PRJ-001,CTR-006,2025-07-30,2025-08-03,Delayed,11,TB-2507-043,4
DLV-000500,UNT-00660,PRJ-001,CTR-006,2025-12-11,,Planned,2,TB-2512-001,0
DLV-000501,UNT-00425,PRJ-001,CTR-006,2025-06-15,2025-07-03,Delayed,14,TB-2506-013,18
DLV-000502,UNT-02995,PRJ-002,CTR-005,2026-03-08,2026-03-20,Delayed,10,TB-2603-002,12
DLV-000503,UNT-01575,PRJ-001,CTR-002,2025-09-29,,Planned,9,TB-2509-032,0
DLV-000504,UNT-01366,PRJ-001,CTR-003,2025-07-17,,Planned,3,TB-2507-038,0
DLV-000505,UNT-04728,PRJ-002,CTR-004,2026-02-08,2026-02-08,Delivered,1,TB-2602-027,0
DLV-000506,UNT-03264,PRJ-002,CTR-004,2025-09-07,2025-09-24,Delayed,8,TB-2509-017,17
DLV-000507,UNT-04752,PRJ-002,CTR-003,2026-04-10,2026-04-26,Delayed,4,TB-2604-029,16
DLV-000508,UNT-03146,PRJ-002,CTR-004,2025-07-12,2025-07-14,Delayed,1,TB-2507-032,2
DLV-000509,UNT-03966,PRJ-002,CTR-003,2026-02-28,2026-03-15,Delayed,1,TB-2602-023,15
DLV-000510,UNT-00084,PRJ-001,CTR-004,2025-11-17,2025-11-24,Delayed,10,TB-2511-032,7
DLV-000511,UNT-05467,PRJ-003,CTR-004,2026-04-16,2026-05-03,Delayed,10,TB-2604-031,17
DLV-000512,UNT-01404,PRJ-001,CTR-004,2026-05-10,2026-05-10,Delivered,9,TB-2605-018,0
DLV-000513,UNT-04379,PRJ-002,CTR-007,2025-05-05,,Planned,11,TB-2505-019,0
DLV-000514,UNT-01560,PRJ-001,CTR-002,2026-04-06,2026-04-22,Delayed,8,TB-2604-036,16
DLV-000515,UNT-04939,PRJ-002,CTR-008,2025-11-11,,Planned,2,TB-2511-029,0
DLV-000516,UNT-03960,PRJ-002,CTR-006,2026-05-09,,Planned,10,TB-2605-002,0
DLV-000517,UNT-03703,PRJ-002,CTR-007,2026-01-15,2026-01-25,Delayed,6,TB-2601-017,10
DLV-000518,UNT-01432,PRJ-001,CTR-002,2026-04-22,2026-04-23,Delayed,10,TB-2604-028,1
DLV-000519,UNT-02180,PRJ-001,CTR-004,2025-03-06,2025-03-24,Delayed,7,TB-2503-010,18
DLV-000520,UNT-00640,PRJ-001,CTR-001,2025-03-24,2025-04-02,Delayed,5,TB-2503-006,9
DLV-000521,UNT-01881,PRJ-001,CTR-005,2025-12-27,,Planned,12,TB-2512-010,0
DLV-000522,UNT-05522,PRJ-003,CTR-003,2025-10-08,2025-10-23,Delayed,6,TB-2510-016,15
DLV-000523,UNT-01491,PRJ-001,CTR-004,2025-06-10,2025-06-16,Delayed,8,TB-2506-028,6
DLV-000524,UNT-03644,PRJ-002,CTR-005,2026-02-23,2026-02-27,Delayed,13,TB-2602-041,4
DLV-000525,UNT-03467,PRJ-002,CTR-007,2026-05-16,2026-05-16,Delivered,2,TB-2605-043,0
DLV-000526,UNT-02631,PRJ-002,CTR-003,2025-07-29,2025-07-30,Delayed,6,TB-2507-033,1
DLV-000527,UNT-04565,PRJ-002,CTR-005,2025-05-22,2025-05-30,Delayed,3,TB-2505-044,8
DLV-000528,UNT-03196,PRJ-002,CTR-005,2025-09-29,2025-10-16,Delayed,8,TB-2509-014,17
DLV-000529,UNT-02254,PRJ-001,CTR-006,2025-10-25,,Planned,3,TB-2510-035,0
DLV-000530,UNT-05694,PRJ-003,CTR-005,2026-04-15,2026-04-28,Delayed,2,TB-2604-043,13
DLV-000531,UNT-06338,PRJ-003,CTR-001,2025-08-26,2025-09-11,Delayed,6,TB-2508-032,16
DLV-000532,UNT-05063,PRJ-003,CTR-006,2026-07-11,2026-07-25,Delayed,5,TB-2607-006,14
DLV-000533,UNT-04496,PRJ-002,CTR-005,2025-10-09,2025-10-13,Delayed,4,TB-2510-034,4
DLV-000534,UNT-00466,PRJ-001,CTR-006,2025-12-03,2025-12-03,Delivered,5,TB-2512-040,0
DLV-000535,UNT-05813,PRJ-003,CTR-002,2025-08-29,,Planned,3,TB-2508-001,0
DLV-000536,UNT-06153,PRJ-003,CTR-002,2026-01-27,2026-01-30,Delayed,5,TB-2601-018,3
DLV-000537,UNT-05080,PRJ-003,CTR-008,2025-09-04,,Planned,10,TB-2509-011,0
DLV-000538,UNT-02387,PRJ-001,CTR-003,2026-03-04,2026-03-04,Delivered,20,TB-2603-032,0
DLV-000539,UNT-05117,PRJ-003,CTR-004,2025-08-11,2025-08-29,Delayed,8,TB-2508-020,18
DLV-000540,UNT-02451,PRJ-001,CTR-003,2025-12-13,2025-12-18,Delayed,5,TB-2512-041,5
DLV-000541,UNT-02364,PRJ-001,CTR-005,2026-06-10,2026-06-10,Delivered,10,TB-2606-038,0
DLV-000542,UNT-03766,PRJ-002,CTR-008,2025-06-20,2025-07-04,Delayed,18,TB-2506-034,14
DLV-000543,UNT-03687,PRJ-002,CTR-001,2025-08-17,2025-08-23,Delayed,8,TB-2508-035,6
DLV-000544,UNT-01120,PRJ-001,CTR-004,2025-11-26,2025-12-12,Delayed,10,TB-2511-027,16
DLV-000545,UNT-06088,PRJ-003,CTR-002,2025-10-14,2025-10-17,Delayed,2,TB-2510-029,3
DLV-000546,UNT-06080,PRJ-003,CTR-001,2026-04-04,2026-04-09,Delayed,12,TB-2604-019,5
DLV-000547,UNT-00222,PRJ-001,CTR-006,2025-08-09,2025-08-18,Delayed,1,TB-2508-006,9
DLV-000548,UNT-03821,PRJ-002,CTR-007,2025-08-07,2025-08-22,Delayed,3,TB-2508-016,15
DLV-000549,UNT-01503,PRJ-001,CTR-008,2025-10-25,2025-10-29,Delayed,20,TB-2510-002,4
DLV-000550,UNT-05520,PRJ-003,CTR-006,2026-04-01,2026-04-18,Delayed,11,TB-2604-039,17
DLV-000551,UNT-05380,PRJ-003,CTR-005,2026-04-08,2026-04-19,Delayed,2,TB-2604-034,11
DLV-000552,UNT-00904,PRJ-001,CTR-003,2026-04-22,,Planned,6,TB-2604-024,0
DLV-000553,UNT-04121,PRJ-002,CTR-007,2025-07-16,2025-07-16,Delivered,4,TB-2507-038,0
DLV-000554,UNT-05543,PRJ-003,CTR-003,2025-11-14,,Planned,4,TB-2511-025,0
DLV-000555,UNT-01363,PRJ-001,CTR-003,2026-04-13,2026-04-29,Delayed,10,TB-2604-037,16
DLV-000556,UNT-02973,PRJ-002,CTR-002,2025-04-29,,Planned,8,TB-2504-032,0
DLV-000557,UNT-05053,PRJ-003,CTR-008,2026-01-21,2026-01-21,Delivered,17,TB-2601-038,0
DLV-000558,UNT-04894,PRJ-002,CTR-001,2026-04-09,2026-04-18,Delayed,4,TB-2604-013,9
DLV-000559,UNT-03852,PRJ-002,CTR-001,2025-04-26,2025-04-26,Delivered,7,TB-2504-020,0
DLV-000560,UNT-02907,PRJ-002,CTR-003,2025-07-14,2025-07-20,Delayed,4,TB-2507-044,6
DLV-000561,UNT-01577,PRJ-001,CTR-003,2025-02-18,,Planned,2,TB-2502-019,0
DLV-000562,UNT-05277,PRJ-003,CTR-006,2025-08-27,2025-08-27,Delivered,11,TB-2508-016,0
DLV-000563,UNT-01925,PRJ-001,CTR-001,2025-05-28,2025-06-09,Delayed,15,TB-2505-012,12
DLV-000564,UNT-03897,PRJ-002,CTR-007,2025-05-05,2025-05-10,Delayed,9,TB-2505-012,5
DLV-000565,UNT-02934,PRJ-002,CTR-007,2025-10-05,2025-10-05,Delivered,7,TB-2510-008,0
DLV-000566,UNT-05124,PRJ-003,CTR-005,2025-12-08,2025-12-16,Delayed,7,TB-2512-044,8
DLV-000567,UNT-04843,PRJ-002,CTR-008,2025-06-28,2025-07-08,Delayed,6,TB-2506-015,10
DLV-000568,UNT-03441,PRJ-002,CTR-006,2026-06-28,2026-06-28,Delivered,4,TB-2606-011,0
DLV-000569,UNT-04508,PRJ-002,CTR-008,2025-05-21,2025-06-07,Delayed,2,TB-2505-041,17
DLV-000570,UNT-04809,PRJ-002,CTR-001,2025-02-16,2025-03-02,Delayed,10,TB-2502-003,14
DLV-000571,UNT-04951,PRJ-002,CTR-008,2026-04-26,2026-04-30,Delayed,10,TB-2604-002,4
DLV-000572,UNT-05548,PRJ-003,CTR-003,2025-11-20,2025-11-20,Delivered,8,TB-2511-023,0
DLV-000573,UNT-04668,PRJ-002,CTR-008,2026-03-26,2026-04-11,Delayed,10,TB-2603-024,16
DLV-000574,UNT-04066,PRJ-002,CTR-001,2026-07-16,2026-07-29,Delayed,10,TB-2607-029,13
DLV-000575,UNT-03524,PRJ-002,CTR-001,2026-02-16,2026-02-26,Delayed,9,TB-2602-033,10
DLV-000576,UNT-06026,PRJ-003,CTR-001,2025-05-25,2025-06-10,Delayed,11,TB-2505-036,16
DLV-000577,UNT-01110,PRJ-001,CTR-005,2026-02-19,2026-03-01,Delayed,13,TB-2602-011,10
DLV-000578,UNT-05351,PRJ-003,CTR-003,2026-06-25,2026-07-05,Delayed,5,TB-2606-027,10
DLV-000579,UNT-06098,PRJ-003,CTR-003,2026-05-04,2026-05-18,Delayed,6,TB-2605-035,14
DLV-000580,UNT-03675,PRJ-002,CTR-008,2026-03-22,2026-03-29,Delayed,10,TB-2603-017,7
DLV-000581,UNT-02659,PRJ-002,CTR-007,2025-09-27,2025-09-27,Delivered,8,TB-2509-007,0
DLV-000582,UNT-02483,PRJ-001,CTR-003,2025-11-07,2025-11-07,Delivered,9,TB-2511-009,0
DLV-000583,UNT-05963,PRJ-003,CTR-002,2025-10-19,2025-11-04,Delayed,10,TB-2510-017,16
DLV-000584,UNT-00592,PRJ-001,CTR-007,2025-02-02,2025-02-02,Delivered,15,TB-2502-014,0
DLV-000585,UNT-04423,PRJ-002,CTR-006,2026-06-07,2026-06-12,Delayed,2,TB-2606-014,5
DLV-000586,UNT-02438,PRJ-001,CTR-008,2025-05-14,2025-05-14,Delivered,9,TB-2505-011,0
DLV-000587,UNT-05030,PRJ-003,CTR-001,2025-12-16,2025-12-16,Delivered,19,TB-2512-016,0
DLV-000588,UNT-01198,PRJ-001,CTR-004,2025-12-13,2025-12-13,Delivered,8,TB-2512-041,0
DLV-000589,UNT-04272,PRJ-002,CTR-005,2025-10-22,,Planned,3,TB-2510-032,0
DLV-000590,UNT-00277,PRJ-001,CTR-008,2025-03-28,,Planned,4,TB-2503-018,0
DLV-000591,UNT-04529,PRJ-002,CTR-006,2025-07-17,2025-07-27,Delayed,7,TB-2507-027,10
DLV-000592,UNT-00584,PRJ-001,CTR-008,2026-03-28,2026-04-13,Delayed,11,TB-2603-004,16
DLV-000593,UNT-03016,PRJ-002,CTR-004,2025-01-20,2025-01-30,Delayed,9,TB-2501-028,10
DLV-000594,UNT-06276,PRJ-003,CTR-007,2026-05-01,2026-05-01,Delivered,5,TB-2605-014,0
DLV-000595,UNT-06152,PRJ-003,CTR-001,2026-08-09,2026-08-11,Delayed,11,TB-2608-008,2
DLV-000596,UNT-03116,PRJ-002,CTR-008,2025-05-23,2025-05-23,Delivered,15,TB-2505-012,0
DLV-000597,UNT-01587,PRJ-001,CTR-001,2025-05-21,2025-06-02,Delayed,1,TB-2505-032,12
DLV-000598,UNT-03111,PRJ-002,CTR-004,2025-10-21,,Planned,6,TB-2510-027,0
DLV-000599,UNT-05506,PRJ-003,CTR-007,2026-07-03,2026-07-11,Delayed,11,TB-2607-034,8
DLV-000600,UNT-06206,PRJ-003,CTR-007,2025-09-11,2025-09-11,Delivered,12,TB-2509-032,0
DLV-000601,UNT-06365,PRJ-003,CTR-007,2026-08-02,2026-08-12,Delayed,6,TB-2608-021,10
DLV-000602,UNT-03917,PRJ-002,CTR-003,2025-05-14,2025-05-30,Delayed,1,TB-2505-045,16
DLV-000603,UNT-06414,PRJ-003,CTR-001,2025-11-11,2025-11-12,Delayed,9,TB-2511-004,1
DLV-000604,UNT-00885,PRJ-001,CTR-003,2025-08-14,,Planned,3,TB-2508-037,0
DLV-000605,UNT-01688,PRJ-001,CTR-004,2025-04-22,,Planned,10,TB-2504-027,0
DLV-000606,UNT-03321,PRJ-002,CTR-005,2025-03-15,,Planned,5,TB-2503-027,0
DLV-000607,UNT-06086,PRJ-003,CTR-001,2025-07-06,2025-07-19,Delayed,6,TB-2507-003,13
DLV-000608,UNT-03567,PRJ-002,CTR-002,2026-05-15,2026-05-21,Delayed,9,TB-2605-029,6
DLV-000609,UNT-04782,PRJ-002,CTR-002,2026-06-03,2026-06-17,Delayed,11,TB-2606-028,14
DLV-000610,UNT-04443,PRJ-002,CTR-005,2026-01-27,2026-01-27,Delivered,8,TB-2601-043,0
DLV-000611,UNT-02154,PRJ-001,CTR-005,2025-09-01,2025-09-11,Delayed,10,TB-2509-042,10
DLV-000612,UNT-00052,PRJ-001,CTR-007,2025-11-15,,Planned,9,TB-2511-034,0
DLV-000613,UNT-02058,PRJ-001,CTR-002,2025-12-03,2025-12-03,Delivered,16,TB-2512-043,0
DLV-000614,UNT-02721,PRJ-002,CTR-006,2026-06-09,2026-06-21,Delayed,5,TB-2606-037,12
DLV-000615,UNT-06155,PRJ-003,CTR-002,2025-09-25,,Planned,15,TB-2509-038,0
DLV-000616,UNT-04350,PRJ-002,CTR-007,2026-02-11,2026-02-11,Delivered,4,TB-2602-003,0
DLV-000617,UNT-01880,PRJ-001,CTR-004,2025-01-25,2025-02-02,Delayed,20,TB-2501-041,8
DLV-000618,UNT-01240,PRJ-001,CTR-005,2025-08-08,2025-08-12,Delayed,12,TB-2508-040,4
DLV-000619,UNT-05525,PRJ-003,CTR-005,2026-05-05,2026-05-22,Delayed,10,TB-2605-018,17
DLV-000620,UNT-00914,PRJ-001,CTR-005,2025-04-29,2025-04-29,Delivered,7,TB-2504-008,0
DLV-000621,UNT-05385,PRJ-003,CTR-001,2026-03-09,2026-03-09,Delivered,10,TB-2603-043,0
DLV-000622,UNT-01584,PRJ-001,CTR-008,2025-10-29,2025-10-29,Delivered,6,TB-2510-036,0
DLV-000623,UNT-05113,PRJ-003,CTR-008,2025-05-20,2025-06-04,Delayed,11,TB-2505-025,15
DLV-000624,UNT-01443,PRJ-001,CTR-006,2026-03-31,,Planned,11,TB-2603-011,0
DLV-000625,UNT-05160,PRJ-003,CTR-002,2025-07-22,2025-08-05,Delayed,8,TB-2507-038,14
DLV-000626,UNT-01241,PRJ-001,CTR-004,2025-12-31,,Planned,17,TB-2512-003,0
DLV-000627,UNT-03380,PRJ-002,CTR-006,2025-05-03,2025-05-05,Delayed,1,TB-2505-035,2
DLV-000628,UNT-04970,PRJ-002,CTR-001,2025-03-13,2025-03-24,Delayed,12,TB-2503-034,11
DLV-000629,UNT-04900,PRJ-002,CTR-004,2026-06-03,2026-06-16,Delayed,4,TB-2606-007,13
DLV-000630,UNT-01834,PRJ-001,CTR-008,2026-03-19,,Planned,11,TB-2603-012,0
DLV-000631,UNT-03481,PRJ-002,CTR-005,2026-01-07,2026-01-18,Delayed,2,TB-2601-043,11
DLV-000632,UNT-02976,PRJ-002,CTR-007,2025-11-20,2025-11-20,Delivered,7,TB-2511-025,0
DLV-000633,UNT-04702,PRJ-002,CTR-006,2025-12-18,2025-12-21,Delayed,9,TB-2512-023,3
DLV-000634,UNT-01603,PRJ-001,CTR-001,2025-08-06,2025-08-06,Delivered,4,TB-2508-015,0
DLV-000635,UNT-06385,PRJ-003,CTR-005,2026-09-25,2026-10-13,Delayed,8,TB-2609-021,18
DLV-000636,UNT-04983,PRJ-002,CTR-007,2025-03-05,2025-03-20,Delayed,9,TB-2503-009,15
DLV-000637,UNT-01823,PRJ-001,CTR-008,2025-01-23,2025-02-01,Delayed,11,TB-2501-034,9
DLV-000638,UNT-05399,PRJ-003,CTR-006,2026-02-03,2026-02-11,Delayed,8,TB-2602-024,8
DLV-000639,UNT-04792,PRJ-002,CTR-001,2025-12-19,,Planned,12,TB-2512-017,0
DLV-000640,UNT-00691,PRJ-001,CTR-006,2025-10-26,2025-11-01,Delayed,1,TB-2510-041,6
DLV-000641,UNT-03482,PRJ-002,CTR-005,2025-06-29,2025-07-13,Delayed,2,TB-2506-044,14
DLV-000642,UNT-04643,PRJ-002,CTR-007,2025-02-20,2025-03-01,Delayed,8,TB-2502-007,9
DLV-000643,UNT-04118,PRJ-002,CTR-002,2026-06-29,2026-07-10,Delayed,10,TB-2606-017,11
DLV-000644,UNT-02677,PRJ-002,CTR-005,2026-01-31,2026-02-07,Delayed,14,TB-2601-002,7
DLV-000645,UNT-04444,PRJ-002,CTR-005,2026-04-20,,Planned,5,TB-2604-036,0
DLV-000646,UNT-03905,PRJ-002,CTR-003,2025-09-07,2025-09-07,Delivered,1,TB-2509-035,0
DLV-000647,UNT-03431,PRJ-002,CTR-003,2026-01-31,2026-02-05,Delayed,3,TB-2601-033,5
DLV-000648,UNT-05780,PRJ-003,CTR-006,2026-10-06,2026-10-22,Delayed,4,TB-2610-009,16
DLV-000649,UNT-01653,PRJ-001,CTR-002,2025-02-23,2025-02-23,Delivered,6,TB-2502-020,0
DLV-000650,UNT-01770,PRJ-001,CTR-003,2025-06-18,2025-06-29,Delayed,3,TB-2506-041,11
DLV-000651,UNT-01933,PRJ-001,CTR-006,2025-12-13,,Planned,18,TB-2512-010,0
DLV-000652,UNT-02474,PRJ-001,CTR-007,2025-11-23,2025-12-10,Delayed,11,TB-2511-039,17
DLV-000653,UNT-04627,PRJ-002,CTR-004,2025-03-13,,Planned,8,TB-2503-035,0
DLV-000654,UNT-04401,PRJ-002,CTR-005,2025-05-11,,Planned,4,TB-2505-014,0
DLV-000655,UNT-03003,PRJ-002,CTR-005,2025-12-28,,Planned,3,TB-2512-014,0
DLV-000656,UNT-01032,PRJ-001,CTR-004,2025-05-24,2025-06-11,Delayed,11,TB-2505-021,18
DLV-000657,UNT-06292,PRJ-003,CTR-006,2025-11-21,2025-12-05,Delayed,8,TB-2511-043,14
DLV-000658,UNT-06264,PRJ-003,CTR-004,2025-05-07,2025-05-25,Delayed,1,TB-2505-010,18
DLV-000659,UNT-05185,PRJ-003,CTR-004,2026-01-24,2026-02-01,Delayed,8,TB-2601-010,8
DLV-000660,UNT-03015,PRJ-002,CTR-005,2025-07-24,2025-07-26,Delayed,4,TB-2507-008,2
DLV-000661,UNT-00111,PRJ-001,CTR-008,2026-04-13,,Planned,5,TB-2604-026,0
DLV-000662,UNT-05373,PRJ-003,CTR-005,2026-02-10,2026-02-18,Delayed,4,TB-2602-019,8
DLV-000663,UNT-05129,PRJ-003,CTR-003,2025-11-08,2025-11-15,Delayed,6,TB-2511-005,7
DLV-000664,UNT-05429,PRJ-003,CTR-004,2025-05-05,2025-05-20,Delayed,10,TB-2505-041,15
DLV-000665,UNT-01762,PRJ-001,CTR-001,2025-08-16,2025-08-17,Delayed,2,TB-2508-009,1
DLV-000666,UNT-04892,PRJ-002,CTR-006,2026-04-21,2026-05-05,Delayed,1,TB-2604-006,14
DLV-000667,UNT-06489,PRJ-003,CTR-006,2025-07-21,2025-07-21,Delivered,9,TB-2507-018,0
DLV-000668,UNT-00734,PRJ-001,CTR-003,2025-10-06,2025-10-23,Delayed,4,TB-2510-023,17
DLV-000669,UNT-00999,PRJ-001,CTR-005,2025-09-05,2025-09-06,Delayed,3,TB-2509-008,1
DLV-000670,UNT-01893,PRJ-001,CTR-005,2025-05-30,2025-06-03,Delayed,5,TB-2505-034,4
DLV-000671,UNT-00586,PRJ-001,CTR-006,2026-03-17,2026-03-30,Delayed,11,TB-2603-035,13
DLV-000672,UNT-02172,PRJ-001,CTR-002,2025-02-25,2025-03-06,Delayed,11,TB-2502-032,9
DLV-000673,UNT-03154,PRJ-002,CTR-005,2026-01-07,2026-01-09,Delayed,8,TB-2601-011,2
DLV-000674,UNT-04902,PRJ-002,CTR-001,2026-06-01,2026-06-01,Delivered,12,TB-2606-005,0
DLV-000675,UNT-00368,PRJ-001,CTR-002,2025-01-25,2025-02-09,Delayed,9,TB-2501-036,15
DLV-000676,UNT-01252,PRJ-001,CTR-004,2025-09-11,2025-09-21,Delayed,1,TB-2509-038,10
DLV-000677,UNT-05088,PRJ-003,CTR-005,2025-11-17,2025-11-25,Delayed,6,TB-2511-022,8
DLV-000678,UNT-04854,PRJ-002,CTR-008,2025-12-11,2025-12-17,Delayed,12,TB-2512-045,6
DLV-000679,UNT-04007,PRJ-002,CTR-007,2025-03-05,2025-03-11,Delayed,10,TB-2503-025,6
DLV-000680,UNT-04279,PRJ-002,CTR-004,2025-12-21,2025-12-24,Delayed,1,TB-2512-038,3
DLV-000681,UNT-03336,PRJ-002,CTR-007,2025-08-19,2025-08-31,Delayed,5,TB-2508-033,12
DLV-000682,UNT-01874,PRJ-001,CTR-007,2025-06-12,2025-06-21,Delayed,3,TB-2506-013,9
DLV-000683,UNT-03328,PRJ-002,CTR-005,2025-11-11,2025-11-26,Delayed,2,TB-2511-044,15
DLV-000684,UNT-01824,PRJ-001,CTR-004,2025-03-17,2025-03-20,Delayed,17,TB-2503-004,3
DLV-000685,UNT-03343,PRJ-002,CTR-005,2025-11-05,2025-11-23,Delayed,7,TB-2511-004,18
DLV-000686,UNT-03201,PRJ-002,CTR-006,2025-06-05,2025-06-15,Delayed,3,TB-2506-012,10
DLV-000687,UNT-06113,PRJ-003,CTR-002,2025-08-28,2025-09-06,Delayed,2,TB-2508-009,9
DLV-000688,UNT-05730,PRJ-003,CTR-008,2026-03-26,2026-04-11,Delayed,5,TB-2603-011,16
DLV-000689,UNT-00459,PRJ-001,CTR-008,2025-02-04,2025-02-04,Delivered,7,TB-2502-017,0
DLV-000690,UNT-03542,PRJ-002,CTR-001,2025-05-28,2025-06-01,Delayed,6,TB-2505-021,4
DLV-000691,UNT-00588,PRJ-001,CTR-002,2025-02-21,2025-02-23,Delayed,16,TB-2502-031,2
DLV-000692,UNT-06105,PRJ-003,CTR-007,2026-09-17,2026-10-05,Delayed,8,TB-2609-044,18
DLV-000693,UNT-06040,PRJ-003,CTR-008,2025-06-05,2025-06-22,Delayed,9,TB-2506-007,17
DLV-000694,UNT-02989,PRJ-002,CTR-001,2026-03-05,2026-03-14,Delayed,3,TB-2603-002,9
DLV-000695,UNT-03980,PRJ-002,CTR-003,2025-12-03,2025-12-04,Delayed,5,TB-2512-045,1
DLV-000696,UNT-03276,PRJ-002,CTR-006,2026-06-16,2026-06-27,Delayed,1,TB-2606-034,11
DLV-000697,UNT-06241,PRJ-003,CTR-008,2026-05-24,2026-05-25,Delayed,12,TB-2605-038,1
DLV-000698,UNT-01457,PRJ-001,CTR-007,2025-02-18,2025-02-18,Delivered,6,TB-2502-024,0
DLV-000699,UNT-03757,PRJ-002,CTR-002,2025-12-27,,Planned,7,TB-2512-038,0
DLV-000700,UNT-02795,PRJ-002,CTR-007,2026-06-09,2026-06-19,Delayed,3,TB-2606-011,10
DLV-000701,UNT-05207,PRJ-003,CTR-006,2025-07-19,2025-08-04,Delayed,7,TB-2507-013,16
DLV-000702,UNT-01115,PRJ-001,CTR-001,2026-03-03,2026-03-19,Delayed,12,TB-2603-005,16
DLV-000703,UNT-02669,PRJ-002,CTR-008,2025-05-25,2025-05-25,Delivered,9,TB-2505-005,0
DLV-000704,UNT-00372,PRJ-001,CTR-002,2025-08-12,2025-08-19,Delayed,8,TB-2508-041,7
DLV-000705,UNT-00722,PRJ-001,CTR-004,2025-12-22,,Planned,10,TB-2512-039,0
DLV-000706,UNT-02499,PRJ-001,CTR-003,2025-04-28,2025-05-05,Delayed,9,TB-2504-044,7
DLV-000707,UNT-02405,PRJ-001,CTR-006,2025-12-12,2025-12-17,Delayed,2,TB-2512-012,5
DLV-000708,UNT-03419,PRJ-002,CTR-006,2026-07-09,2026-07-09,Delivered,2,TB-2607-033,0
DLV-000709,UNT-03383,PRJ-002,CTR-004,2025-07-16,2025-08-02,Delayed,13,TB-2507-038,17
DLV-000710,UNT-01693,PRJ-001,CTR-003,2025-10-15,2025-10-30,Delayed,5,TB-2510-006,15
DLV-000711,UNT-04267,PRJ-002,CTR-001,2026-05-09,2026-05-09,Delivered,8,TB-2605-034,0
DLV-000712,UNT-06173,PRJ-003,CTR-006,2026-06-18,2026-07-05,Delayed,1,TB-2606-004,17
DLV-000713,UNT-03925,PRJ-002,CTR-005,2025-05-12,2025-05-12,Delivered,5,TB-2505-045,0
DLV-000714,UNT-02775,PRJ-002,CTR-007,2025-09-21,2025-09-25,Delayed,2,TB-2509-023,4
DLV-000715,UNT-05628,PRJ-003,CTR-005,2025-11-07,2025-11-09,Delayed,12,TB-2511-017,2
DLV-000716,UNT-02323,PRJ-001,CTR-002,2025-07-18,2025-07-18,Delivered,12,TB-2507-019,0
DLV-000717,UNT-03681,PRJ-002,CTR-001,2026-03-06,2026-03-10,Delayed,7,TB-2603-037,4
DLV-000718,UNT-03611,PRJ-002,CTR-004,2025-11-09,2025-11-09,Delivered,3,TB-2511-010,0
DLV-000719,UNT-02916,PRJ-002,CTR-003,2025-02-17,2025-03-02,Delayed,3,TB-2502-034,13
DLV-000720,UNT-05806,PRJ-003,CTR-005,2026-09-02,2026-09-06,Delayed,7,TB-2609-028,4
DLV-000721,UNT-05501,PRJ-003,CTR-004,2025-07-03,,Planned,15,TB-2507-015,0
DLV-000722,UNT-00029,PRJ-001,CTR-001,2026-01-26,2026-01-26,Delivered,9,TB-2601-038,0
DLV-000723,UNT-06151,PRJ-003,CTR-006,2026-09-08,,Planned,6,TB-2609-037,0
DLV-000724,UNT-05042,PRJ-003,CTR-005,2025-07-16,,Planned,1,TB-2507-017,0
DLV-000725,UNT-03318,PRJ-002,CTR-002,2026-04-05,,Planned,6,TB-2604-039,0
DLV-000726,UNT-03139,PRJ-002,CTR-007,2025-03-04,2025-03-17,Delayed,2,TB-2503-008,13
DLV-000727,UNT-01512,PRJ-001,CTR-003,2025-09-13,2025-09-27,Delayed,10,TB-2509-012,14
DLV-000728,UNT-03825,PRJ-002,CTR-004,2025-09-13,2025-10-01,Delayed,5,TB-2509-044,18
DLV-000729,UNT-02741,PRJ-002,CTR-006,2026-04-22,2026-05-07,Delayed,8,TB-2604-013,15
DLV-000730,UNT-00700,PRJ-001,CTR-008,2026-04-07,2026-04-15,Delayed,5,TB-2604-039,8
DLV-000731,UNT-04076,PRJ-002,CTR-008,2025-05-15,2025-05-26,Delayed,12,TB-2505-041,11
DLV-000732,UNT-01856,PRJ-001,CTR-008,2026-05-15,2026-05-15,Delivered,5,TB-2605-014,0
DLV-000733,UNT-06508,PRJ-003,CTR-003,2026-05-27,2026-05-27,Delivered,5,TB-2605-004,0
