PlanID,UnitID,ProjectID,PlannedStatusID,PlannedDate,PlannedQuantity,BaselineVersion,PlanMonth
PLN-013474,UNT-02695,PRJ-002,STS-006,2026-06-06,3,BL-01,2026-06
PLN-013475,UNT-02695,PRJ-002,STS-007,2026-07-08,3,BL-01,2026-07
PLN-013476,UNT-02696,PRJ-002,STS-002,2025-03-18,6,BL-02,2025-03
PLN-013477,UNT-02696,PRJ-002,STS-004,2025-04-15,6,BL-01,2025-04
PLN-013478,UNT-02696,PRJ-002,STS-005,2025-05-01,6,BL-01,2025-05
PLN-013479,UNT-02696,PRJ-002,STS-006,2025-05-15,6,BL-01,2025-05
PLN-013480,UNT-02696,PRJ-002,STS-007,2025-06-15,6,BL-01,2025-06
PLN-013481,UNT-02697,PRJ-002,STS-002,2025-06-28,5,BL-01,2025-06
PLN-013482,UNT-02697,PRJ-002,STS-004,2025-08-01,5,BL-02,2025-08
PLN-013483,UNT-02697,PRJ-002,STS-005,2025-08-17,5,BL-01,2025-08
PLN-013484,UNT-02697,PRJ-002,STS-006,2025-09-03,5,BL-02,2025-09
PLN-013485,UNT-02697,PRJ-002,STS-007,2025-09-24,5,BL-01,2025-09
PLN-013486,UNT-02698,PRJ-002,STS-002,2026-06-25,10,BL-02,2026-06
PLN-013487,UNT-02698,PRJ-002,STS-004,2026-07-19,10,BL-01,2026-07
PLN-013488,UNT-02698,PRJ-002,STS-005,2026-07-30,10,BL-01,2026-07
PLN-013489,UNT-02698,PRJ-002,STS-006,2026-09-05,10,BL-01,2026-09
PLN-013490,UNT-02698,PRJ-002,STS-007,2026-09-30,10,BL-02,2026-09
PLN-013491,UNT-02699,PRJ-002,STS-002,2025-09-15,12,BL-02,2025-09
PLN-013492,UNT-02699,PRJ-002,STS-004,2025-10-11,12,BL-02,2025-10
PLN-013493,UNT-02699,PRJ-002,STS-005,2025-11-05,12,BL-01,2025-11
PLN-013494,UNT-02699,PRJ-002,STS-006,2025-11-30,12,BL-01,2025-11
PLN-013495,UNT-02699,PRJ-002,STS-007,2025-12-10,12,BL-01,2025-12
PLN-013496,UNT-02700,PRJ-002,STS-002,2025-03-23,10,BL-01,2025-03
PLN-013497,UNT-02700,PRJ-002,STS-004,2025-04-18,10,BL-02,2025-04
PLN-013498,UNT-02700,PRJ-002,STS-005,2025-05-09,10,BL-01,2025-05
PLN-013499,UNT-02700,PRJ-002,STS-006,2025-05-26,10,BL-02,2025-05
PLN-013500,UNT-02700,PRJ-002,STS-007,2025-07-05,10,BL-02,2025-07
PLN-013501,UNT-02701,PRJ-002,STS-002,2025-07-05,6,BL-01,2025-07
PLN-013502,UNT-02701,PRJ-002,STS-004,2025-08-02,6,BL-01,2025-08
PLN-013503,UNT-02701,PRJ-002,STS-005,2025-08-08,6,BL-01,2025-08
PLN-013504,UNT-02701,PRJ-002,STS-006,2025-09-07,6,BL-02,2025-09
PLN-013505,UNT-02701,PRJ-002,STS-007,2025-10-04,6,BL-01,2025-10
PLN-013506,UNT-02702,PRJ-002,STS-002,2026-02-28,7,BL-02,2026-02
PLN-013507,UNT-02702,PRJ-002,STS-004,2026-03-27,7,BL-01,2026-03
PLN-013508,UNT-02702,PRJ-002,STS-005,2026-03-30,7,BL-02,2026-03
PLN-013509,UNT-02702,PRJ-002,STS-006,2026-05-10,7,BL-02,2026-05
PLN-013510,UNT-02702,PRJ-002,STS-007,2026-05-19,7,BL-02,2026-05
PLN-013511,UNT-02703,PRJ-002,STS-002,2026-04-20,5,BL-02,2026-04
PLN-013512,UNT-02703,PRJ-002,STS-004,2026-05-08,5,BL-01,2026-05
PLN-013513,UNT-02703,PRJ-002,STS-005,2026-06-01,5,BL-01,2026-06
PLN-013514,UNT-02703,PRJ-002,STS-006,2026-06-23,5,BL-02,2026-06
PLN-013515,UNT-02703,PRJ-002,STS-007,2026-07-12,5,BL-01,2026-07
PLN-013516,UNT-02704,PRJ-002,STS-002,2025-05-14,7,BL-02,2025-05
PLN-013517,UNT-02704,PRJ-002,STS-004,2025-06-08,7,BL-02,2025-06
PLN-013518,UNT-02704,PRJ-002,STS-005,2025-07-01,7,BL-02,2025-07
PLN-013519,UNT-02704,PRJ-002,STS-006,2025-07-10,7,BL-01,2025-07
PLN-013520,UNT-02704,PRJ-002,STS-007,2025-08-07,7,BL-01,2025-08
PLN-013521,UNT-02705,PRJ-002,STS-002,2025-05-07,7,BL-01,2025-05
PLN-013522,UNT-02705,PRJ-002,STS-004,2025-05-29,7,BL-01,2025-05
PLN-013523,UNT-02705,PRJ-002,STS-005,2025-06-07,7,BL-02,2025-06
PLN-013524,UNT-02705,PRJ-002,STS-006,2025-07-09,7,BL-01,2025-07
PLN-013525,UNT-02705,PRJ-002,STS-007,2025-08-03,7,BL-01,2025-08
PLN-013526,UNT-02706,PRJ-002,STS-002,2026-06-12,1,BL-02,2026-06
PLN-013527,UNT-02706,PRJ-002,STS-004,2026-07-05,1,BL-01,2026-07
PLN-013528,UNT-02706,PRJ-002,STS-005,2026-07-16,1,BL-02,2026-07
PLN-013529,UNT-02706,PRJ-002,STS-006,2026-08-06,1,BL-02,2026-08
PLN-013530,UNT-02706,PRJ-002,STS-007,2026-09-02,1,BL-01,2026-09
PLN-013531,UNT-02707,PRJ-002,STS-002,2025-10-06,13,BL-01,2025-10
PLN-013532,UNT-02707,PRJ-002,STS-004,2025-10-31,13,BL-01,2025-10
PLN-013533,UNT-02707,PRJ-002,STS-005,2025-11-19,13,BL-02,2025-11
PLN-013534,UNT-02707,PRJ-002,STS-006,2025-12-16,13,BL-01,2025-12
PLN-013535,UNT-02707,PRJ-002,STS-007,2026-01-10,13,BL-02,2026-01
PLN-013536,UNT-02708,PRJ-002,STS-002,2025-09-29,12,BL-02,2025-09
PLN-013537,UNT-02708,PRJ-002,STS-004,2025-11-02,12,BL-02,2025-11
PLN-013538,UNT-02708,PRJ-002,STS-005,2025-11-20,12,BL-02,2025-11
PLN-013539,UNT-02708,PRJ-002,STS-006,2025-12-07,12,BL-01,2025-12
PLN-013540,UNT-02708,PRJ-002,STS-007,2025-12-25,12,BL-02,2025-12
PLN-013541,UNT-02709,PRJ-002,STS-002,2025-11-02,3,BL-02,2025-11
PLN-013542,UNT-02709,PRJ-002,STS-004,2025-11-26,3,BL-01,2025-11
PLN-013543,UNT-02709,PRJ-002,STS-005,2025-12-09,3,BL-02,2025-12
PLN-013544,UNT-02709,PRJ-002,STS-006,2026-01-01,3,BL-01,2026-01
PLN-013545,UNT-02709,PRJ-002,STS-007,2026-01-20,3,BL-01,2026-01
PLN-013546,UNT-02710,PRJ-002,STS-002,2026-01-11,9,BL-02,2026-01
PLN-013547,UNT-02710,PRJ-002,STS-004,2026-02-17,9,BL-02,2026-02
PLN-013548,UNT-02710,PRJ-002,STS-005,2026-02-18,9,BL-02,2026-02
PLN-013549,UNT-02710,PRJ-002,STS-006,2026-03-26,9,BL-02,2026-03
PLN-013550,UNT-02710,PRJ-002,STS-007,2026-04-24,9,BL-02,2026-04
PLN-013551,UNT-02711,PRJ-002,STS-002,2025-07-15,14,BL-02,2025-07
PLN-013552,UNT-02711,PRJ-002,STS-004,2025-08-04,14,BL-01,2025-08
PLN-013553,UNT-02711,PRJ-002,STS-005,2025-08-28,14,BL-01,2025-08
PLN-013554,UNT-02711,PRJ-002,STS-006,2025-09-10,14,BL-01,2025-09
PLN-013555,UNT-02711,PRJ-002,STS-007,2025-10-06,14,BL-01,2025-10
PLN-013556,UNT-02712,PRJ-002,STS-002,2025-11-06,6,BL-01,2025-11
PLN-013557,UNT-02712,PRJ-002,STS-004,2025-12-04,6,BL-01,2025-12
PLN-013558,UNT-02712,PRJ-002,STS-005,2025-12-17,6,BL-01,2025-12
PLN-013559,UNT-02712,PRJ-002,STS-006,2026-01-07,6,BL-01,2026-01
PLN-013560,UNT-02712,PRJ-002,STS-007,2026-01-27,6,BL-01,2026-01
PLN-013561,UNT-02713,PRJ-002,STS-002,2025-12-23,1,BL-02,2025-12
PLN-013562,UNT-02713,PRJ-002,STS-004,2026-01-08,1,BL-02,2026-01
PLN-013563,UNT-02713,PRJ-002,STS-005,2026-01-29,1,BL-02,2026-01
PLN-013564,UNT-02713,PRJ-002,STS-006,2026-03-03,1,BL-02,2026-03
PLN-013565,UNT-02713,PRJ-002,STS-007,2026-03-24,1,BL-02,2026-03
PLN-013566,UNT-02714,PRJ-002,STS-002,2026-06-17,8,BL-02,2026-06
PLN-013567,UNT-02714,PRJ-002,STS-004,2026-07-18,8,BL-02,2026-07
PLN-013568,UNT-02714,PRJ-002,STS-005,2026-08-05,8,BL-02,2026-08
PLN-013569,UNT-02714,PRJ-002,STS-006,2026-08-20,8,BL-02,2026-08
PLN-013570,UNT-02714,PRJ-002,STS-007,2026-09-15,8,BL-01,2026-09
PLN-013571,UNT-02715,PRJ-002,STS-002,2026-02-02,7,BL-01,2026-02
PLN-013572,UNT-02715,PRJ-002,STS-004,2026-03-01,7,BL-02,2026-03
PLN-013573,UNT-02715,PRJ-002,STS-005,2026-03-13,7,BL-01,2026-03
PLN-013574,UNT-02715,PRJ-002,STS-006,2026-04-05,7,BL-02,2026-04
PLN-013575,UNT-02715,PRJ-002,STS-007,2026-05-02,7,BL-02,2026-05
PLN-013576,UNT-02716,PRJ-002,STS-002,2025-09-26,5,BL-02,2025-09
PLN-013577,UNT-02716,PRJ-002,STS-004,2025-10-26,5,BL-02,2025-10
PLN-013578,UNT-02716,PRJ-002,STS-005,2025-11-16,5,BL-02,2025-11
PLN-013579,UNT-02716,PRJ-002,STS-006,2025-12-11,5,BL-01,2025-12
PLN-013580,UNT-02716,PRJ-002,STS-007,2025-12-29,5,BL-01,2025-12
PLN-013581,UNT-02717,PRJ-002,STS-002,2025-10-07,10,BL-01,2025-10
PLN-013582,UNT-02717,PRJ-002,STS-004,2025-10-19,10,BL-02,2025-10
PLN-013583,UNT-02717,PRJ-002,STS-005,2025-10-31,10,BL-01,2025-10
PLN-013584,UNT-02717,PRJ-002,STS-006,2025-12-02,10,BL-02,2025-12
PLN-013585,UNT-02717,PRJ-002,STS-007,2026-01-06,10,BL-02,2026-01
PLN-013586,UNT-02718,PRJ-002,STS-002,2025-06-17,7,BL-02,2025-06
PLN-013587,UNT-02718,PRJ-002,STS-004,2025-07-01,7,BL-01,2025-07
PLN-013588,UNT-02718,PRJ-002,STS-005,2025-07-14,7,BL-01,2025-07
PLN-013589,UNT-02718,PRJ-002,STS-006,2025-08-19,7,BL-01,2025-08
PLN-013590,UNT-02718,PRJ-002,STS-007,2025-09-14,7,BL-01,2025-09
PLN-013591,UNT-02719,PRJ-002,STS-002,2026-06-19,8,BL-02,2026-06
PLN-013592,UNT-02719,PRJ-002,STS-004,2026-07-17,8,BL-02,2026-07
PLN-013593,UNT-02719,PRJ-002,STS-005,2026-08-01,8,BL-01,2026-08
PLN-013594,UNT-02719,PRJ-002,STS-006,2026-08-18,8,BL-02,2026-08
PLN-013595,UNT-02719,PRJ-002,STS-007,2026-09-17,8,BL-01,2026-09
PLN-013596,UNT-02720,PRJ-002,STS-002,2026-02-05,8,BL-02,2026-02
PLN-013597,UNT-02720,PRJ-002,STS-004,2026-03-14,8,BL-02,2026-03
PLN-013598,UNT-02720,PRJ-002,STS-005,2026-03-25,8,BL-02,2026-03
PLN-013599,UNT-02720,PRJ-002,STS-006,2026-04-14,8,BL-02,2026-04
PLN-013600,UNT-02720,PRJ-002,STS-007,2026-05-06,8,BL-01,2026-05
PLN-013601,UNT-02721,PRJ-002,STS-002,2026-07-07,5,BL-02,2026-07
PLN-013602,UNT-02721,PRJ-002,STS-004,2026-08-08,5,BL-01,2026-08
PLN-013603,UNT-02721,PRJ-002,STS-005,2026-08-28,5,BL-01,2026-08
PLN-013604,UNT-02721,PRJ-002,STS-006,2026-09-17,5,BL-02,2026-09
PLN-013605,UNT-02721,PRJ-002,STS-007,2026-10-16,5,BL-01,2026-10
PLN-013606,UNT-02722,PRJ-002,STS-002,2026-08-20,6,BL-01,2026-08
PLN-013607,UNT-02722,PRJ-002,STS-004,2026-09-14,6,BL-02,2026-09
PLN-013608,UNT-02722,PRJ-002,STS-005,2026-09-30,6,BL-02,2026-09
PLN-013609,UNT-02722,PRJ-002,STS-006,2026-10-18,6,BL-02,2026-10
PLN-013610,UNT-02722,PRJ-002,STS-007,2026-11-10,6,BL-01,2026-11
PLN-013611,UNT-02723,PRJ-002,STS-002,2025-12-09,8,BL-02,2025-12
PLN-013612,UNT-02723,PRJ-002,STS-004,2025-12-30,8,BL-01,2025-12
PLN-013613,UNT-02723,PRJ-002,STS-005,2026-01-30,8,BL-02,2026-01
PLN-013614,UNT-02723,PRJ-002,STS-006,2026-02-16,8,BL-02,2026-02
PLN-013615,UNT-02723,PRJ-002,STS-007,2026-03-14,8,BL-02,2026-03
PLN-013616,UNT-02724,PRJ-002,STS-002,2025-07-21,11,BL-01,2025-07
PLN-013617,UNT-02724,PRJ-002,STS-004,2025-08-11,11,BL-02,2025-08
PLN-013618,UNT-02724,PRJ-002,STS-005,2025-09-07,11,BL-02,2025-09
PLN-013619,UNT-02724,PRJ-002,STS-006,2025-09-27,11,BL-02,2025-09
PLN-013620,UNT-02724,PRJ-002,STS-007,2025-10-18,11,BL-02,2025-10
PLN-013621,UNT-02725,PRJ-002,STS-002,2025-07-21,8,BL-01,2025-07
PLN-013622,UNT-02725,PRJ-002,STS-004,2025-08-25,8,BL-02,2025-08
PLN-013623,UNT-02725,PRJ-002,STS-005,2025-08-26,8,BL-01,2025-08
PLN-013624,UNT-02725,PRJ-002,STS-006,2025-10-06,8,BL-01,2025-10
PLN-013625,UNT-02725,PRJ-002,STS-007,2025-10-23,8,BL-01,2025-10
PLN-013626,UNT-02726,PRJ-002,STS-002,2025-07-09,7,BL-02,2025-07
PLN-013627,UNT-02726,PRJ-002,STS-004,2025-08-05,7,BL-01,2025-08
PLN-013628,UNT-02726,PRJ-002,STS-005,2025-08-19,7,BL-01,2025-08
PLN-013629,UNT-02726,PRJ-002,STS-006,2025-09-12,7,BL-02,2025-09
PLN-013630,UNT-02726,PRJ-002,STS-007,2025-10-06,7,BL-01,2025-10
PLN-013631,UNT-02727,PRJ-002,STS-002,2026-03-31,7,BL-02,2026-03
PLN-013632,UNT-02727,PRJ-002,STS-004,2026-04-19,7,BL-01,2026-04
PLN-013633,UNT-02727,PRJ-002,STS-005,2026-04-29,7,BL-01,2026-04
PLN-013634,UNT-02727,PRJ-002,STS-006,2026-06-04,7,BL-01,2026-06
PLN-013635,UNT-02727,PRJ-002,STS-007,2026-06-28,7,BL-02,2026-06
PLN-013636,UNT-02728,PRJ-002,STS-002,2025-05-18,6,BL-02,2025-05
PLN-013637,UNT-02728,PRJ-002,STS-004,2025-06-10,6,BL-02,2025-06
PLN-013638,UNT-02728,PRJ-002,STS-005,2025-07-07,6,BL-02,2025-07
PLN-013639,UNT-02728,PRJ-002,STS-006,2025-08-02,6,BL-01,2025-08
PLN-013640,UNT-02728,PRJ-002,STS-007,2025-08-23,6,BL-02,2025-08
PLN-013641,UNT-02729,PRJ-002,STS-002,2025-12-14,10,BL-02,2025-12
PLN-013642,UNT-02729,PRJ-002,STS-004,2026-01-09,10,BL-01,2026-01
PLN-013643,UNT-02729,PRJ-002,STS-005,2026-01-20,10,BL-01,2026-01
PLN-013644,UNT-02729,PRJ-002,STS-006,2026-02-03,10,BL-02,2026-02
PLN-013645,UNT-02729,PRJ-002,STS-007,2026-03-15,10,BL-01,2026-03
PLN-013646,UNT-02730,PRJ-002,STS-002,2025-03-25,5,BL-02,2025-03
PLN-013647,UNT-02730,PRJ-002,STS-004,2025-04-24,5,BL-02,2025-04
PLN-013648,UNT-02730,PRJ-002,STS-005,2025-05-08,5,BL-02,2025-05
PLN-013649,UNT-02730,PRJ-002,STS-006,2025-05-31,5,BL-01,2025-05
PLN-013650,UNT-02730,PRJ-002,STS-007,2025-07-04,5,BL-01,2025-07
PLN-013651,UNT-02731,PRJ-002,STS-002,2025-03-23,11,BL-02,2025-03
PLN-013652,UNT-02731,PRJ-002,STS-004,2025-04-06,11,BL-02,2025-04
PLN-013653,UNT-02731,PRJ-002,STS-005,2025-05-02,11,BL-01,2025-05
PLN-013654,UNT-02731,PRJ-002,STS-006,2025-05-22,11,BL-02,2025-05
PLN-013655,UNT-02731,PRJ-002,STS-007,2025-06-11,11,BL-02,2025-06
PLN-013656,UNT-02732,PRJ-002,STS-002,2025-03-23,2,BL-02,2025-03
PLN-013657,UNT-02732,PRJ-002,STS-004,2025-04-16,2,BL-01,2025-04
PLN-013658,UNT-02732,PRJ-002,STS-005,2025-05-03,2,BL-01,2025-05
PLN-013659,UNT-02732,PRJ-002,STS-006,2025-05-26,2,BL-01,2025-05
PLN-013660,UNT-02732,PRJ-002,STS-007,2025-06-30,2,BL-02,2025-06
PLN-013661,UNT-02733,PRJ-002,STS-002,2025-05-27,4,BL-02,2025-05
PLN-013662,UNT-02733,PRJ-002,STS-004,2025-06-15,4,BL-01,2025-06
PLN-013663,UNT-02733,PRJ-002,STS-005,2025-07-04,4,BL-01,2025-07
PLN-013664,UNT-02733,PRJ-002,STS-006,2025-07-31,4,BL-02,2025-07
PLN-013665,UNT-02733,PRJ-002,STS-007,2025-08-21,4,BL-01,2025-08
PLN-013666,UNT-02734,PRJ-002,STS-002,2025-07-23,1,BL-02,2025-07
PLN-013667,UNT-02734,PRJ-002,STS-004,2025-07-31,1,BL-02,2025-07
PLN-013668,UNT-02734,PRJ-002,STS-005,2025-08-28,1,BL-01,2025-08
PLN-013669,UNT-02734,PRJ-002,STS-006,2025-09-19,1,BL-02,2025-09
PLN-013670,UNT-02734,PRJ-002,STS-007,2025-10-21,1,BL-02,2025-10
PLN-013671,UNT-02735,PRJ-002,STS-002,2025-07-04,8,BL-01,2025-07
PLN-013672,UNT-02735,PRJ-002,STS-004,2025-08-11,8,BL-01,2025-08
PLN-013673,UNT-02735,PRJ-002,STS-005,2025-08-11,8,BL-02,2025-08
PLN-013674,UNT-02735,PRJ-002,STS-006,2025-09-16,8,BL-02,2025-09
PLN-013675,UNT-02735,PRJ-002,STS-007,2025-10-15,8,BL-01,2025-10
PLN-013676,UNT-02736,PRJ-002,STS-002,2025-07-27,12,BL-01,2025-07
PLN-013677,UNT-02736,PRJ-002,STS-004,2025-08-23,12,BL-01,2025-08
PLN-013678,UNT-02736,PRJ-002,STS-005,2025-09-08,12,BL-02,2025-09
PLN-013679,UNT-02736,PRJ-002,STS-006,2025-09-29,12,BL-02,2025-09
PLN-013680,UNT-02736,PRJ-002,STS-007,2025-10-23,12,BL-02,2025-10
PLN-013681,UNT-02737,PRJ-002,STS-002,2025-11-26,9,BL-02,2025-11
PLN-013682,UNT-02737,PRJ-002,STS-004,2025-12-17,9,BL-02,2025-12
PLN-013683,UNT-02737,PRJ-002,STS-005,2026-01-09,9,BL-02,2026-01
PLN-013684,UNT-02737,PRJ-002,STS-006,2026-01-21,9,BL-02,2026-01
PLN-013685,UNT-02737,PRJ-002,STS-007,2026-02-20,9,BL-02,2026-02
PLN-013686,UNT-02738,PRJ-002,STS-002,2025-03-14,10,BL-02,2025-03
PLN-013687,UNT-02738,PRJ-002,STS-004,2025-04-08,10,BL-02,2025-04
PLN-013688,UNT-02738,PRJ-002,STS-005,2025-04-19,10,BL-01,2025-04
PLN-013689,UNT-02738,PRJ-002,STS-006,2025-05-13,10,BL-02,2025-05
PLN-013690,UNT-02738,PRJ-002,STS-007,2025-06-01,10,BL-01,2025-06
PLN-013691,UNT-02739,PRJ-002,STS-002,2025-07-26,2,BL-01,2025-07
PLN-013692,UNT-02739,PRJ-002,STS-004,2025-08-18,2,BL-02,2025-08
PLN-013693,UNT-02739,PRJ-002,STS-005,2025-09-04,2,BL-01,2025-09
PLN-013694,UNT-02739,PRJ-002,STS-006,2025-09-27,2,BL-02,2025-09
PLN-013695,UNT-02739,PRJ-002,STS-007,2025-10-25,2,BL-01,2025-10
PLN-013696,UNT-02740,PRJ-002,STS-002,2025-11-27,5,BL-02,2025-11
PLN-013697,UNT-02740,PRJ-002,STS-004,2025-12-26,5,BL-01,2025-12
PLN-013698,UNT-02740,PRJ-002,STS-005,2026-01-06,5,BL-02,2026-01
PLN-013699,UNT-02740,PRJ-002,STS-006,2026-02-01,5,BL-01,2026-02
PLN-013700,UNT-02740,PRJ-002,STS-007,2026-02-27,5,BL-01,2026-02
PLN-013701,UNT-02741,PRJ-002,STS-002,2026-05-16,8,BL-01,2026-05
PLN-013702,UNT-02741,PRJ-002,STS-004,2026-05-25,8,BL-01,2026-05
PLN-013703,UNT-02741,PRJ-002,STS-005,2026-06-12,8,BL-01,2026-06
PLN-013704,UNT-02741,PRJ-002,STS-006,2026-07-08,8,BL-01,2026-07
PLN-013705,UNT-02741,PRJ-002,STS-007,2026-08-12,8,BL-01,2026-08
PLN-013706,UNT-02742,PRJ-002,STS-002,2025-12-17,10,BL-01,2025-12
PLN-013707,UNT-02742,PRJ-002,STS-004,2026-01-11,10,BL-01,2026-01
PLN-013708,UNT-02742,PRJ-002,STS-005,2026-01-29,10,BL-02,2026-01
PLN-013709,UNT-02742,PRJ-002,STS-006,2026-02-28,10,BL-02,2026-02
PLN-013710,UNT-02742,PRJ-002,STS-007,2026-03-28,10,BL-02,2026-03
PLN-013711,UNT-02743,PRJ-002,STS-002,2026-02-28,10,BL-02,2026-02
PLN-013712,UNT-02743,PRJ-002,STS-004,2026-03-23,10,BL-02,2026-03
PLN-013713,UNT-02743,PRJ-002,STS-005,2026-04-03,10,BL-01,2026-04
PLN-013714,UNT-02743,PRJ-002,STS-006,2026-04-29,10,BL-01,2026-04
PLN-013715,UNT-02743,PRJ-002,STS-007,2026-05-19,10,BL-02,2026-05
PLN-013716,UNT-02744,PRJ-002,STS-002,2026-05-14,6,BL-02,2026-05
PLN-013717,UNT-02744,PRJ-002,STS-004,2026-06-17,6,BL-02,2026-06
PLN-013718,UNT-02744,PRJ-002,STS-005,2026-06-23,6,BL-01,2026-06
PLN-013719,UNT-02744,PRJ-002,STS-006,2026-07-22,6,BL-02,2026-07
PLN-013720,UNT-02744,PRJ-002,STS-007,2026-08-23,6,BL-01,2026-08
PLN-013721,UNT-02745,PRJ-002,STS-002,2025-09-16,12,BL-02,2025-09
PLN-013722,UNT-02745,PRJ-002,STS-004,2025-10-16,12,BL-01,2025-10
PLN-013723,UNT-02745,PRJ-002,STS-005,2025-10-20,12,BL-01,2025-10
PLN-013724,UNT-02745,PRJ-002,STS-006,2025-11-19,12,BL-02,2025-11
PLN-013725,UNT-02745,PRJ-002,STS-007,2025-12-22,12,BL-02,2025-12
PLN-013726,UNT-02746,PRJ-002,STS-002,2025-10-19,5,BL-01,2025-10
PLN-013727,UNT-02746,PRJ-002,STS-004,2025-11-18,5,BL-01,2025-11
PLN-013728,UNT-02746,PRJ-002,STS-005,2025-11-25,5,BL-02,2025-11
PLN-013729,UNT-02746,PRJ-002,STS-006,2025-12-28,5,BL-02,2025-12
PLN-013730,UNT-02746,PRJ-002,STS-007,2026-01-20,5,BL-01,2026-01
PLN-013731,UNT-02747,PRJ-002,STS-002,2025-12-30,4,BL-01,2025-12
PLN-013732,UNT-02747,PRJ-002,STS-004,2026-02-03,4,BL-01,2026-02
PLN-013733,UNT-02747,PRJ-002,STS-005,2026-02-24,4,BL-01,2026-02
PLN-013734,UNT-02747,PRJ-002,STS-006,2026-03-20,4,BL-01,2026-03
PLN-013735,UNT-02747,PRJ-002,STS-007,2026-04-11,4,BL-02,2026-04
PLN-013736,UNT-02748,PRJ-002,STS-002,2026-07-07,4,BL-01,2026-07
PLN-013737,UNT-02748,PRJ-002,STS-004,2026-08-10,4,BL-02,2026-08
PLN-013738,UNT-02748,PRJ-002,STS-005,2026-08-17,4,BL-02,2026-08
PLN-013739,UNT-02748,PRJ-002,STS-006,2026-09-24,4,BL-01,2026-09
PLN-013740,UNT-02748,PRJ-002,STS-007,2026-10-03,4,BL-02,2026-10
PLN-013741,UNT-02749,PRJ-002,STS-002,2026-01-02,16,BL-01,2026-01
PLN-013742,UNT-02749,PRJ-002,STS-004,2026-01-28,16,BL-02,2026-01
PLN-013743,UNT-02749,PRJ-002,STS-005,2026-02-02,16,BL-01,2026-02
PLN-013744,UNT-02749,PRJ-002,STS-006,2026-03-01,16,BL-01,2026-03
PLN-013745,UNT-02749,PRJ-002,STS-007,2026-03-29,16,BL-02,2026-03
PLN-013746,UNT-02750,PRJ-002,STS-002,2025-12-15,4,BL-02,2025-12
PLN-013747,UNT-02750,PRJ-002,STS-004,2026-01-18,4,BL-01,2026-01
PLN-013748,UNT-02750,PRJ-002,STS-005,2026-01-24,4,BL-01,2026-01
PLN-013749,UNT-02750,PRJ-002,STS-006,2026-02-26,4,BL-01,2026-02
PLN-013750,UNT-02750,PRJ-002,STS-007,2026-03-11,4,BL-02,2026-03
PLN-013751,UNT-02751,PRJ-002,STS-002,2025-11-08,10,BL-02,2025-11
PLN-013752,UNT-02751,PRJ-002,STS-004,2025-11-25,10,BL-02,2025-11
PLN-013753,UNT-02751,PRJ-002,STS-005,2025-12-05,10,BL-01,2025-12
PLN-013754,UNT-02751,PRJ-002,STS-006,2026-01-08,10,BL-01,2026-01
PLN-013755,UNT-02751,PRJ-002,STS-007,2026-01-25,10,BL-01,2026-01
PLN-013756,UNT-02752,PRJ-002,STS-002,2025-07-06,3,BL-02,2025-07
PLN-013757,UNT-02752,PRJ-002,STS-004,2025-07-16,3,BL-02,2025-07
PLN-013758,UNT-02752,PRJ-002,STS-005,2025-08-13,3,BL-01,2025-08
PLN-013759,UNT-02752,PRJ-002,STS-006,2025-08-28,3,BL-01,2025-08
PLN-013760,UNT-02752,PRJ-002,STS-007,2025-09-23,3,BL-01,2025-09
PLN-013761,UNT-02753,PRJ-002,STS-002,2025-06-26,8,BL-02,2025-06
PLN-013762,UNT-02753,PRJ-002,STS-004,2025-08-01,8,BL-02,2025-08
PLN-013763,UNT-02753,PRJ-002,STS-005,2025-08-06,8,BL-01,2025-08
PLN-013764,UNT-02753,PRJ-002,STS-006,2025-09-12,8,BL-02,2025-09
PLN-013765,UNT-02753,PRJ-002,STS-007,2025-09-27,8,BL-01,2025-09
PLN-013766,UNT-02754,PRJ-002,STS-002,2025-06-17,1,BL-02,2025-06
PLN-013767,UNT-02754,PRJ-002,STS-004,2025-07-14,1,BL-02,2025-07
PLN-013768,UNT-02754,PRJ-002,STS-005,2025-08-04,1,BL-02,2025-08
PLN-013769,UNT-02754,PRJ-002,STS-006,2025-08-21,1,BL-02,2025-08
PLN-013770,UNT-02754,PRJ-002,STS-007,2025-09-17,1,BL-01,2025-09
PLN-013771,UNT-02755,PRJ-002,STS-002,2026-07-13,3,BL-01,2026-07
PLN-013772,UNT-02755,PRJ-002,STS-004,2026-08-20,3,BL-01,2026-08
PLN-013773,UNT-02755,PRJ-002,STS-005,2026-08-28,3,BL-02,2026-08
PLN-013774,UNT-02755,PRJ-002,STS-006,2026-09-16,3,BL-02,2026-09
PLN-013775,UNT-02755,PRJ-002,STS-007,2026-10-27,3,BL-02,2026-10
PLN-013776,UNT-02756,PRJ-002,STS-002,2025-10-15,11,BL-02,2025-10
PLN-013777,UNT-02756,PRJ-002,STS-004,2025-11-18,11,BL-02,2025-11
PLN-013778,UNT-02756,PRJ-002,STS-005,2025-11-23,11,BL-01,2025-11
PLN-013779,UNT-02756,PRJ-002,STS-006,2025-12-31,11,BL-01,2025-12
PLN-013780,UNT-02756,PRJ-002,STS-007,2026-01-11,11,BL-01,2026-01
PLN-013781,UNT-02757,PRJ-002,STS-002,2025-05-10,2,BL-02,2025-05
PLN-013782,UNT-02757,PRJ-002,STS-004,2025-05-31,2,BL-01,2025-05
